"_type","availability","category","list_price","name","part_number","price","quantity","rating","rating_count","seller","subcategory","thirdparty","uom"
"ProductItem","1","Reptiles","","Exo Terra Moss Mat Mini 12 x 12","157796983","10.06","","","","AMI Ventures Inc","Gecko Supplies","true",""
"ProductItem","1","Reptiles","2.1","Exo Terra Floating Pellets Aq Turtle Juv 07oz","157534253","1.58","0.7","","","Walmart","Turtle Food","false","oz"
"ProductItem","1","Reptiles","","Exo Terra Floating Pellets Aq Turtle Juv 07oz","157534253","5.66","0.7","","","joshsfrogs","Turtle Food","true","oz"
"ProductItem","1","Dogs","","TMNT Michelangelo Pet Costume","157814717","17.43","","","","Pure Costumes","Dog Apparel","true",""
"ProductItem","1","Dogs","","TMNT Michelangelo Pet Costume","157814717","18.0","","","","My Party Shirt","Dog Apparel","true",""
"ProductItem","1","Dogs","","TMNT Michelangelo Pet Costume","157814717","18.09","","","","7th Avenue Costumes","Dog Apparel","true",""
"ProductItem","1","Dogs","","XS Waterproof Dog Raincoat Pet Clothes Hoodie Jacket Poncho Outdoor with Reflective Strip For Dog","157899611","6.85","","","","Novashion","Dog Apparel","true",""
"ProductItem","1","Dogs","","Parisian Pet Dog Clothes BIG BROTHER TShirt","157900149","14.95","","4.4","5","Pupsquare","Dog Apparel","true",""
"ProductItem","1","Horses","","Cashel Breast Cancer Fly Mask ArabCob","157972212","23.99","","","","Tackxas Saddle Leather Superstore","Fly Repellents","true",""
"ProductItem","1","Dogs","","Parisian Pet Dog Clothes PEACE LOVE TShirt","158032464","14.95","","3.5","2","Pupsquare","Dog Apparel","true",""
"ProductItem","1","Farm & Ranch","22.84","Precision Pet Egg Collecting Basket","158169036","21.24","","4.5","2","Hayneedle","Poultry Care","true",""
"ProductItem","1","Farm & Ranch","","Precision Pet Egg Collecting Basket","158169036","17.99","","4.5","2","Overstock","Poultry Care","true",""
"ProductItem","1","Birds","","CS Products Seed Wreath","15819720","24.64","","","","Walmart","Wild Bird Accessories","false",""
"ProductItem","1","Birds","","CS Products Seed Wreath","15819720","30.63","","","","Hayneedle","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","Natures Nuts 00169 Suet Feeder For Wild Birds","15819740","17.28","","","","Walmart","Wild Bird Accessories","false",""
"ProductItem","1","Birds","34.98","Natures Nuts 00169 Suet Feeder For Wild Birds","15819740","23.27","","","","Hayneedle","Wild Bird Accessories","true",""
"ProductItem","1","Dogs","44.2","Giraffe Dog Pajamas Orange XXSmall","158238218","33.9","","","","UnbeatableSale","Dog Apparel","true",""
"ProductItem","1","Dogs","15.98","ZEDWELL Turtleneck Classic StrawRope Pet Dog Sweater Apparel","158400747","10.39","","","","My Storefront","Dog Apparel","true",""
"ProductItem","1","Cats","11.99","Ourpets Cardboard carrier","15842222","6.99","","5.0","1","AlotOfHome","Cat Trees, Scratchers, & Beds","true",""
"ProductItem","1","Cats","","Ourpets Cardboard carrier","15842222","21.71","","5.0","1","Valo Market","Cat Trees, Scratchers, & Beds","true",""
"ProductItem","1","Cats","","Ourpets Cardboard carrier","15842222","23.26","","5.0","1","Little Family Members","Cat Trees, Scratchers, & Beds","true",""
"ProductItem","1","Farm Animals","","Pecking Order Dried Mealworms Backyard Chicken Treat 10 oz","158477393","6.98","1.0","5.0","2","Walmart","Chicken Treats","false","oz"
"ProductItem","1","Dogs","","BestFit Mesh Dog Muzzle 01300BLK7XL MultiColored","15859372","19.36","","","","Palatial Products","Dog Collars, Leashes & Harnesses","true",""
"ProductItem","1","Dogs","","Nylon Fabridog Best Fit Muzzle Size 6 Dogs 6080 lbs","15859424","21.95","","","","Palatial Products","Dog Collars, Leashes & Harnesses","true",""
"ProductItem","1","Dogs","","Coastal Pet Best Fit Dog Muzzle Adjustable and Breathable Size 1","15859429","20.54","","","","Palatial Products","Dog Collars, Leashes & Harnesses","true",""
"ProductItem","2","Dogs","23.27","Wedlies 4 Pcs Pet Dog Rain Shoes Waterproof Dog Boots AntiSlip Snow Boots Warm Paw Protector","158669733","15.51","","","","INVECH INC","Dog Apparel","true",""
"ProductItem","1","Arm & Hammer Pet Supplies","24.82","Arm Hammer Top Entry Cat Litter Box Regular","158744106","19.99","","4.3529","17","Walmart","","false",""
"ProductItem","2","Dogs","47.04","Petacc Dog Shoes Water Resistant Dog Boots Antislip Snow Boots Warm Paw Protector for Medium to Large Dogs Labrador Husky Shoes 4 Pcs","159011703","13.44","","4.0","5","Global AAA Technology LTD","Dog Apparel","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products Peters Small Animal Apple Chew Toy","15903607","8.01","","5.0","1","ProMax Commerce","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products Peters Small Animal Apple Chew Toy","15903607","8.1","","5.0","1","ValuePetSupplies","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products Peters Small Animal Apple Chew Toy","15903607","2.2","","5.0","1","Ablackhorse","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products Peters Small Animal Apple Chew Toy","15903607","12.24","","5.0","1","Valo Market","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products Peters Small Animal Apple Chew Toy","15903607","16.84","","5.0","1","VirVentures","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","YML Dwarf Hamster or Mouse Cage with Color Accessories Pink","15915181","22.35","","2.5","10","Walmart","Mouse & Rat Cages","false",""
"ProductItem","1","Small Animals","43.24","YML Dwarf Hamster or Mouse Cage with Color Accessories Pink","15915181","31.93","","2.5","10","UnbeatableSale","Mouse & Rat Cages","true",""
"ProductItem","1","Small Animals","","YML Dwarf Hamster or Mouse Cage with Color Accessories Pink","15915181","44.95","","2.5","10","Peazz","Mouse & Rat Cages","true",""
"ProductItem","1","Small Animals","42.93","YML H3030PK 3 Level Clear Plastic Dwarf Hamster Mice Cage with Ball on Top Pink","15915184","36.19","","2.5882","17","Walmart","Hamster Cages","false",""
"ProductItem","1","Small Animals","","YML H3030PK 3 Level Clear Plastic Dwarf Hamster Mice Cage with Ball on Top Pink","15915184","36.19","","2.5882","17","VirVentures","Hamster Cages","true",""
"ProductItem","1","Small Animals","","YML H3030PK 3 Level Clear Plastic Dwarf Hamster Mice Cage with Ball on Top Pink","15915184","42.95","","2.5882","17","Peazz","Hamster Cages","true",""
"ProductItem","1","Small Animals","","YML H3030PK 3 Level Clear Plastic Dwarf Hamster Mice Cage with Ball on Top Pink","15915184","54.97","","2.5882","17","OpenSky","Hamster Cages","true",""
"ProductItem","1","Small Animals","","YML Small Animal Cage Blue","15915234","41.95","","","","Peazz","Hamster Supplies","true",""
"ProductItem","1","Small Animals","47.94","YML Small Animal Cage Blue","15915234","43.94","","","","Hayneedle","Hamster Supplies","true",""
"ProductItem","1","Small Animals","","YML Small Animal Cage Blue","15915234","44.44","","","","OpenSky","Hamster Supplies","true",""
"ProductItem","1","Small Animals","","YML Small Animal Cage Blue","15915234","40.99","","","","Overstock","Hamster Supplies","true",""
"ProductItem","1","Small Animals","29.04","YML Dwarf Hamster or Mouse Cage Pink","15915308","25.11","","2.0","3","Walmart","Mouse & Rat Cages","false",""
"ProductItem","1","Small Animals","","YML Dwarf Hamster or Mouse Cage Pink","15915308","25.11","","2.0","3","VirVentures","Mouse & Rat Cages","true",""
"ProductItem","1","Small Animals","","YML Dwarf Hamster or Mouse Cage Pink","15915308","38.95","","2.0","3","Peazz","Mouse & Rat Cages","true",""
"ProductItem","1","Small Animals","41.66","YML Dwarf Hamster or Mouse Cage Pink","15915308","30.76","","2.0","3","UnbeatableSale","Mouse & Rat Cages","true",""
"ProductItem","1","Horses","","Mills Omolene 300 Horse Feed 50lb Bag 100172Purina","159210877","56.82","","","","Western Direct","Horse Feed & Treats","true",""
"ProductItem","1","Birds","","AudubonWoodlink Mini Magnum Feeder","15920180","13.99","","5.0","2","JCs Wildlife","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","AudubonWoodlink Mini Magnum Feeder","15920180","8.49","","5.0","2","Ablackhorse","Wild Bird Accessories","true",""
"ProductItem","1","Birds","41.98","AudubonWoodlink Mini Magnum Feeder","15920180","18.5","","5.0","2","Hayneedle","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","AudubonWoodlink Mini Magnum Feeder","15920180","24.69","","5.0","2","VirVentures","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","AudubonWoodlink Mini Magnum Feeder","15920180","31.9","","5.0","2","SlickBlue","Wild Bird Accessories","true",""
"ProductItem","1","Cats","19.44","Fresh Step MultiCat Scented Litter with the Power of Febreze Clumping Cat Litter 38 Pounds","159298741","17.44","38.0","4.7565","14554","Walmart","Litter Center","false","lb"
"ProductItem","1","Dogs","","Petrainer PET998DB1 100 Waterproof and Rechargeable Dog Training Collar with Beep Vibration and Shock Electric Dog Shock Collar 330 Yards","159348586","26.99","","4.3333","27","iPets Inc","Dog Training & Obedience","true",""
"ProductItem","2","Garden Center","","Pennington Ceramic Vintage Floral PotPlanter 8 inch Blue","159484203","11.84","","5.0","2","Walmart","Pots & Planters","false",""
"ProductItem","1","Dogs","","Waterproof Rechargeable Anti No Barking Collar Electric Shock Dog Bark Collar","159521405","22.99","","1.8571","7","iPets Inc","Dog Training & Obedience","true",""
"ProductItem","1","Dogs","","COMFORT HARNESS WITH LEAD Size XLARGE Catalog Category Small AnimalWALKING ACCESSORIES","15958901","14.31","","3.0","1","ProMax Commerce","Dog Collars, Leashes & Harnesses","true",""
"ProductItem","1","Dogs","","COMFORT HARNESS WITH LEAD Size XLARGE Catalog Category Small AnimalWALKING ACCESSORIES","15958901","7.53","","3.0","1","Ablackhorse","Dog Collars, Leashes & Harnesses","true",""
"ProductItem","1","Dogs","12.99","COMFORT HARNESS WITH LEAD Size XLARGE Catalog Category Small AnimalWALKING ACCESSORIES","15958901","8.04","","3.0","1","AlotOfHome","Dog Collars, Leashes & Harnesses","true",""
"ProductItem","1","Dogs","","COMFORT HARNESS WITH LEAD Size XLARGE Catalog Category Small AnimalWALKING ACCESSORIES","15958901","21.86","","3.0","1","VirVentures","Dog Collars, Leashes & Harnesses","true",""
"ProductItem","1","Dogs","19.72","COMFORT HARNESS WITH LEAD Size XLARGE Catalog Category Small AnimalWALKING ACCESSORIES","15958901","15.07","","3.0","1","UnbeatableSale","Dog Collars, Leashes & Harnesses","true",""
"ProductItem","1","Patio & Outdoor Decor","","Little Giant 480 oz Feeder Tube For Poultry","159706390","17.88","480.0","","","Max Warehouse","Bird Feeders and Bird Houses","true","oz"
"ProductItem","1","Patio & Outdoor Decor","","Little Giant 480 oz Feeder Tube For Poultry","159706390","23.15","480.0","","","Factory Hardware Store","Bird Feeders and Bird Houses","true","oz"
"ProductItem","1","Patio & Outdoor Decor","23.9","Little Giant 480 oz Feeder Tube For Poultry","159706390","17.6","480.0","","","UnbeatableSale","Bird Feeders and Bird Houses","true","oz"
"ProductItem","1","Cats","13.29","Pet Santa Claus Suit Costumes Outfit for Small Dog Cat Puppy Jumpsuit Hoodies Clothes with Hat","159767894","9.99","","5.0","1","Hadley Trading Group Corp","Cat Apparel & Collars","true",""
"ProductItem","1","Horses","","LamiCell Replacement Leather Tab for Breakaway Halter","159779705","4.67","","","","Jeffers","Horse Supplies","true",""
"ProductItem","1","Farm & Ranch","","DOUBLE WALL CONE TOP GALVANIZED POULTRY FOUNTAIN GALV STEEL 5 GALLON","159843451","43.42","","","","ProMax Commerce","Poultry Care","true",""
"ProductItem","1","Farm & Ranch","","DOUBLE WALL CONE TOP GALVANIZED POULTRY FOUNTAIN GALV STEEL 5 GALLON","159843451","45.94","","","","VirVentures","Poultry Care","true",""
"ProductItem","1","Farm & Ranch","48.18","DOUBLE WALL CONE TOP GALVANIZED POULTRY FOUNTAIN GALV STEEL 5 GALLON","159843451","35.59","","","","UnbeatableSale","Poultry Care","true",""
"ProductItem","1","Dogs","","PetSafe Little Dog InGround Fence Receiver Collar","160098000","104.95","","3.8333","6","Walmart","Dog Training & Obedience","false",""
"ProductItem","1","Dogs","","Vibrant Life Purple Dog Leash Small 5 ft 38 in","160254754","4.27","3.0","","","Walmart","Dog Collars, Leashes & Harnesses","false","cnt"
"ProductItem","1","Farm Animals","","Durvet Happy Hen Mealworm Frenzy 11 lb","160339723","122.12","11.0","","","Walmart","Chicken Feed","false","lb"
"ProductItem","1","Farm Animals","139.27","Durvet Happy Hen Mealworm Frenzy 11 lb","160339723","107.03","11.0","","","UnbeatableSale","Chicken Feed","true","lb"
"ProductItem","1","Dogs","","PetSafe Premium Bench Cover Green","160744390","82.67","","4.5","2","Walmart","Dog Carriers & Travel","false",""
"ProductItem","1","Horses","","UltraCruz Foaming Tool 1 each","161163752","38.9","","","","Santa Cruz Animal Health","Horse Supplies","true",""
"ProductItem","1","Farm Animals","300.0","Confidence Pet Large Chicken Coop Hen House with Outdoor Run","161468175","199.99","","","","Shop247","Farm Animal Supplies","true",""
"ProductItem","1","Dogs","","Outward Hound Standley Sport Life Jacket for Dogs GreenBlue XSmall 515 lbs 1115 Girth Pack of 6","161593703","170.92","6.0","","","Palatial Products","Dog Apparel","true","pk"
"ProductItem","1","Horses","","Cashel Quiet Ride Standard Fly Mask With Long Nose Size Arab Cob Small Quarter","161636890","31.7","","","","Home Horse n Hound","Fly Repellents","true",""
"ProductItem","1","Dogs","","Comfort Control Dog Walking Harness Support Mesh Padded Vest Accessory Collar Lightweight No More Pulling Tugging or Choking for Puppies Small Dogs","161648167","9.49","","3.8519","27","Downtown Pet Supply","Dog Collars, Leashes & Harnesses","true",""
"ProductItem","1","Dogs","","Connelly CWB Otis Dog Neoprene Life Vest L","161771113","34.38","","","","MidCoast Outdoor Sports","Dog Apparel","true",""
"ProductItem","1","Reptiles","","Exo Terra Floating Pellets Aq Turt Hatch 17oz","161807885","3.4","1.7","","","Walmart","Exo Terra Reptile Food","false","oz"
"ProductItem","1","Reptiles","","Exo Terra Floating Pellets Aq Turt Hatch 17oz","161807885","7.06","1.7","","","joshsfrogs","Exo Terra Reptile Food","true","oz"
"ProductItem","1","Birds","","JCs Wildlife Oriole Window Feeder Diner Recycled Poly Lumber Large Free Shipping","162142636","34.95","","","","JCs Wildlife","Wild Bird Accessories","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products Super ThruWay Toy for Ferrets","15903602","27.07","","","","ProMax Commerce","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products Super ThruWay Toy for Ferrets","15903602","29.84","","","","ValuePetSupplies","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products Super ThruWay Toy for Ferrets","15903602","30.65","","","","VirVentures","Small Animal Toys","true",""
"ProductItem","1","Small Animals","36.0","Marshall Pet Products Super ThruWay Toy for Ferrets","15903602","27.59","","","","UnbeatableSale","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products Super ThruWay Toy for Ferrets","15903602","48.88","","","","SlickBlue","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products OctoPlay Ferret Toy","15903606","22.96","","3.0","1","ProMax Commerce","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products OctoPlay Ferret Toy","15903606","16.56","","3.0","1","Ablackhorse","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products OctoPlay Ferret Toy","15903606","29.09","","3.0","1","VirVentures","Small Animal Toys","true",""
"ProductItem","1","Small Animals","","Marshall Pet Products OctoPlay Ferret Toy","15903606","29.99","","3.0","1","Valo Market","Small Animal Toys","true",""
"ProductItem","1","Small Animals","30.54","Marshall Pet Products OctoPlay Ferret Toy","15903606","23.39","","3.0","1","UnbeatableSale","Small Animal Toys","true",""
"ProductItem","1","Reptiles","","Exo Terra DayNight Led Fixture Small","162694665","34.94","","","","joshsfrogs","Gecko Supplies","true",""
"ProductItem","1","Reptiles","","Exo Terra DayNight Led Fixture Small","162694665","37.38","","","","ValuePetSupplies","Gecko Supplies","true",""
"ProductItem","1","Dogs","","Dog Clothing Cotton T shirt Puppy Costume For Small Dog","162157771","8.45","","","","ChinMing","Dog Costumes & Clothing","true",""
"ProductItem","1","Dogs","","Parisian Pet Dog Clothes DADDYS GIRL TShirt","162822239","17.95","","4.5","4","Pupsquare","Dog Apparel","true",""
"ProductItem","1","Horses","","Quality Neoprene Tail Shield Equine Horse Tail Wrap Cashel","162864039","17.99","","","","Statelinetack","Horse Supplies","true",""
"ProductItem","1","Horses","","Manna Pro Opti Force Fly Mask Standard","163106412","26.99","","3.3","10","Walmart","Horse Supplies","false",""
"ProductItem","1","Horses","","Manna Pro Opti Force Fly Mask Standard","163106412","26.99","","3.3","10","Life and Home","Horse Supplies","true",""
"ProductItem","1","Horses","","Manna Pro Opti Force Fly Mask Standard","163106412","28.38","","3.3","10","NVC Livestock Concepts","Horse Supplies","true",""
"ProductItem","1","Horses","","Manna Pro Opti Force Fly Mask Standard","163106412","22.99","","3.3","10","Ablackhorse","Horse Supplies","true",""
"ProductItem","1","Horses","","Manna Pro Opti Force Fly Mask Standard","163106412","32.99","","3.3","10","Factory Hardware Store","Horse Supplies","true",""
"ProductItem","1","Horses","","Manna Pro Opti Force Fly Mask Standard","163106412","29.89","","3.3","10","Jeffers","Horse Supplies","true",""
"ProductItem","1","Horses","37.83","Manna Pro Opti Force Fly Mask Standard","163106412","27.92","","3.3","10","UnbeatableSale","Horse Supplies","true",""
"ProductItem","1","Horses","","Manna Pro Opti Force Fly Mask Standard","163106412","52.22","","3.3","10","Northwoods Trading Post","Horse Supplies","true",""
"ProductItem","1","Reptiles","","Galapagos Spider Wood Natural 12 24","163160730","20.72","","","","Walmart","Reptile Terrarium Ornaments","false",""
"ProductItem","1","Reptiles","","Galapagos Spider Wood Natural 12 24","163160730","22.08","","","","joshsfrogs","Reptile Terrarium Ornaments","true",""
"ProductItem","1","Birds","29.19","Birds Choice Solutions Recycled Tall NyjerThistle Feeder","163221955","20.02","","","","SIM Supply Inc","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","Birds Choice Solutions Recycled Tall NyjerThistle Feeder","163221955","42.99","","","","SBK Gifts Story Book Kids Inc","Wild Bird Accessories","true",""
"ProductItem","1","Small Animals","","Kaytee CritterTrail OneLevel Pink Habitat","16327592","35.85","","5.0","2","Hayneedle","Hamster Cages","true",""
"ProductItem","1","Small Animals","49.99","Kaytee CritterTrail OneLevel Pink Habitat","16327592","30.99","","5.0","2","AlotOfHome","Hamster Cages","true",""
"ProductItem","1","Small Animals","","Kaytee CritterTrail OneLevel Pink Habitat","16327592","38.9","","5.0","2","ProMax Commerce","Hamster Cages","true",""
"ProductItem","1","Small Animals","","Kaytee CritterTrail OneLevel Pink Habitat","16327592","30.99","","5.0","2","Ablackhorse","Hamster Cages","true",""
"ProductItem","1","Small Animals","48.04","Kaytee CritterTrail OneLevel Pink Habitat","16327592","36.85","","5.0","2","UnbeatableSale","Hamster Cages","true",""
"ProductItem","1","Small Animals","","Kaytee Crittertrail Dazzle Turnabout Small Animal Modular Habitat","16327682","47.99","","2.5","4","ProMax Commerce","Small Animal Cages & Hutches","true",""
"ProductItem","1","Small Animals","","Kaytee Crittertrail Dazzle Turnabout Small Animal Modular Habitat","16327682","47.99","","2.5","4","Ablackhorse","Small Animal Cages & Hutches","true",""
"ProductItem","1","Small Animals","","Kaytee Crittertrail Dazzle Turnabout Small Animal Modular Habitat","16327682","70.34","","2.5","4","Valo Market","Small Animal Cages & Hutches","true",""
"ProductItem","1","Dogs","","Petpost Dog Ear Cleaner Wipes 100 Ultra Soft Cotton Pads in Coconut Oil Aloe Solution Remedy for Dog Ear Mites Dog Ear Infections","159488794","19.99","","4.9524","21","Petpost","Dog Apparel","true",""
"ProductItem","1","Reptiles","","Zoo Med Banquet Cuttlebone Tropical Fruit Banana Flavor Small 2 Pack 3 oz Pack of 12","163303985","38.14","12.0","","","Palatial Products","Zoo Med Turtle Food","true","pk"
"ProductItem","1","Birds","","Brome 1082 Squirrel Buster Legacy Squirrel Proof Wild Bird Feeder Holds 2 Seed","163506487","58.5","","5.0","5","JCs Wildlife","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","Brome 1082 Squirrel Buster Legacy Squirrel Proof Wild Bird Feeder Holds 2 Seed","163506487","63.5","","5.0","5","Naturesroom","Wild Bird Accessories","true",""
"ProductItem","1","All Departments","23.99","Pet Sleepwear Dog Pajamas Stylish Home Wear Dogs Clothing with Lapel and Button Design XL Black","163551648","11.69","","","","Tasharina Corp","Unique Bargains","true",""
"ProductItem","1","Dogs","","Vibrant Life Dog Bandana Collar Clip Set Here For The Ladies XSmallSmall","163552145","4.97","","","","Walmart","Dog Apparel","false",""
"ProductItem","1","Reptiles","","Flukers Reptile Vitamin with Beta Carotene 15 oz Pack of 2","163556102","23.62","2.0","","","Palatial Products","Fluker's Farms Reptile Food","true","pk"
"ProductItem","2","Cats","","VIVO Four Wheel Pet Stroller Cat Dog Foldable Carrier Strolling Cart","163590936","64.99","","4.2222","9","VIVO","Cat Trees, Scratchers, & Beds","true",""
"ProductItem","1","Dogs","","Premier Pet White Plastic Pet Door for Large Dogs up to 100 Pounds","163741827","59.0","","4.5","12","Walmart","Dog Training & Obedience","false",""
"ProductItem","1","Dogs","","LED Safety Pet CollarM","163892722","10.19","","","","Overstock","Dog Collars, Leashes & Harnesses","true",""
"ProductItem","1","Dogs","","PetSafe Indoor Bark Control Multi Room","163990856","45.95","","3.3333","6","Walmart","Dog Training & Obedience","false",""
"ProductItem","2","Pennington","","Pennington Pen Low Bowl Good Earth 18in","164082303","0.0","","","","Walmart","","false",""
"ProductItem","1","Dogs","14.58","Lavaport XSXXL Pet Summer Costume Paw Letter Printed Cotton Sleeveless Vest For Small Medium Large Dog","164330319","7.29","","","","Lavaport","Dog Apparel","true",""
"ProductItem","1","Small Animals","44.99","Unique Bargains Pet Hamster Gerbil Plastic Exercise Sport Play Stand Wheel Toy Holder Sky Blue","164365777","22.49","","","","Tasharina Corp","Hamster Wheels","true",""
"ProductItem","1","Dogs","","Lookin Good Owl Print Dog Pajamas Pink Medium Fits 1419 Neck to Tail Pack of 4","164511963","58.83","4.0","","","Palatial Products","Dog Apparel","true","pk"
"ProductItem","2","Pennington","","Mainstays Ceramic Flower Pot Saucer","16451342","0.0","","","","Walmart","","false",""
"ProductItem","1","Dogs","","Petrainer PET998DRB2 Rechargeable Dog Shock Collar with Remote Dog Training Collar with Beep Vibration Shock Collar for Dogs Small Medium Large1000ft Remote Range","164531330","42.99","","4.1143","35","iPets Inc","Dog Training & Obedience","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 7 Galvanized Rabbit Feeder","16454253","14.0","","5.0","2","Walmart","Livestock Feed","false",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 7 Galvanized Rabbit Feeder","16454253","11.46","","5.0","2","Ablackhorse","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 7 Galvanized Rabbit Feeder","16454253","21.97","","5.0","2","VirVentures","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 7 Galvanized Rabbit Feeder","16454253","23.79","","5.0","2","Overstock","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 7 Galvanized Rabbit Feeder","16454253","34.01","","5.0","2","SlickBlue","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","11.99","","4.125","8","Walmart","Livestock Feed","false",""
"ProductItem","1","Farm Animals","13.38","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","12.04","","4.125","8","Max Warehouse","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","13.91","","4.125","8","ProMax Commerce","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","8.25","","4.125","8","Ablackhorse","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","11.69","","4.125","8","Jeffers","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","19.85","","4.125","8","Factory Hardware Store","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","21.18","","4.125","8","VirVentures","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","24.73","","4.125","8","AMI Ventures Inc","Livestock Feed","true",""
"ProductItem","1","Farm Animals","18.58","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","13.66","","4.125","8","UnbeatableSale","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","22.19","","4.125","8","Overstock","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","28.64","","4.125","8","SlickBlue","Livestock Feed","true",""
"ProductItem","1","Farm Animals","","Miller Manufacturing 5 Galvanized Rabbit Feeder","16454254","23.55","","4.125","8","The Factory Depot","Livestock Feed","true",""
"ProductItem","1","Birds","124.87","Gardman BA01342 Deluxe Bird Feeding Station Kit","16457289","38.73","","3.0","2","Walmart","Wild Bird Accessories","false",""
"ProductItem","1","Birds","49.89","Gardman BA01342 Deluxe Bird Feeding Station Kit","16457289","40.23","","3.0","2","My Goods","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","Gardman BA01342 Deluxe Bird Feeding Station Kit","16457289","48.48","","3.0","2","DealClock","Wild Bird Accessories","true",""
"ProductItem","1","Birds","52.42","Gardman BA01342 Deluxe Bird Feeding Station Kit","16457289","38.73","","3.0","2","UnbeatableSale","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","Gardman BA01342 Deluxe Bird Feeding Station Kit","16457289","58.57","","3.0","2","MaxxA1","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","NONO 3Tier Standard Red and Brass Wild Bird Feeder","16457412","33.8","","","","TrueValueSuperStore","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","NONO 3Tier Standard Red and Brass Wild Bird Feeder","16457412","38.01","","","","AimToFind","Wild Bird Accessories","true",""
"ProductItem","1","Birds","","NONO Super 3Tier Red and Brass Wild Bird Feeder","16457413","44.84","","5.0","1","JCs Wildlife","Bird Food","true",""
"ProductItem","1","Birds","","Heath Outdoor Products Pavilion Wild Bird Feeder 7 lb Capacity","16457416","44.93","7.0","","","Walmart","Wild Bird Accessories","false","lb"
"ProductItem","1","Birds","60.79","Heath Outdoor Products Pavilion Wild Bird Feeder 7 lb Capacity","16457416","44.93","7.0","","","UnbeatableSale","Wild Bird Accessories","true","lb"
"ProductItem","1","Birds","","Heath Outdoor Products Pavilion Wild Bird Feeder 7 lb Capacity","16457416","56.42","7.0","","","ProMax Commerce","Wild Bird Accessories","true","lb"
"ProductItem","1","Birds","","Heath Outdoor Products Pavilion Wild Bird Feeder 7 lb Capacity","16457416","59.04","7.0","","","Product Direct","Wild Bird Accessories","true","lb"
"ProductItem","1","Birds","","Heath Outdoor Products Pavilion Wild Bird Feeder 7 lb Capacity","16457416","60.27","7.0","","","Samis Shop","Wild Bird Accessories","true","lb"
"ProductItem","1","Birds","67.76","Heath Outdoor Products Pavilion Wild Bird Feeder 7 lb Capacity","16457416","45.17","7.0","","","BuilderDepot Inc","Wild Bird Accessories","true","lb"
"ProductItem","1","Birds","","Heath Outdoor Products Classic Hanging Wild Bird Feeder 7lb Capacity","16457437","38.74","7.0","","","Walmart","Wild Bird Accessories","false","lb"
